name,sex
shailender,1
mehbob,1
munne,1
pardep,1
yamin,1
mohar,1
pyare,1
aagand,1
madhusudan,1
sehin,1
sharanjeet,1
puswa,1
shushil,1
sheh,1
gomti,1
rahis,1
jagnath,1
mali,1
sanjeet,1
gajraj,1
rauf,1
archna,1
barjesh,1
mithelash,1
sampat,1
chela,1
dhanjay,1
mangilal,1
shashid,1
parmanand,1
bharatlal,1
dund,1
durjan,1
chura,1
kurban,1
tavraj,1
jahir,1
jagdambika,1
chunnu,1
udai,1
naisi,1
kalpesh,1
jism,1
nabi,1
imaman,1
kaptan,1
batu,1
dil,1
prabhjit,1
anikesh,1
nazirul,1
aanand,1
joni,1
sidheswar,1
nischaya,1
meghanath,1
shishul,1
mazhar,1
halke,1
methun,1
mangeshwar,1
taiyab,1
kuparth,1
kulwinder,1
ikramudeen,1
poshetty,1
muskuran,1
sadip,1
ratan,1
devesh,1
muhmad,1
naved,1
nain,1
annat,1
parhalad,1
ramkiashan,1
sankarlal,1
akib,1
miraz,1
prsant,1
chorag,1
sukkhu,1
angad,1
duni,1
radhamohan,1
wazir,1
kumresh,1
chtar,1
sanand,1
kirashan,1
karim,1
seeta,1
noore,1
wazid,1
neelkant,1
jamadar,1
shailash,1
rama,1
rihal,1
rame,1
hasibul,1
satendra,1
bhawani,1
kana,1
nilu,1
nabijan,1
dya,1
awdesh,1
brijlal,1
devanand,1
tarbez,1
riyajuddin,1
kaushal,1
harshdeep,1
gandhi,1
vaseem,1
ajim,1
ujjawal,1
bhikhari,1
shivaji,1
sehjamal,1
bintu,1
hayatul,1
santrm,1
shahnwaj,1
nrendr,1
ahupendra,1
dharmveer,1
saddham,1
youraj,1
puspendar,1
kirshan,1
kaushik,1
kanok,1
sahna,1
mohmed,1
ayube,1
kirshn,1
balam,1
rajeshvr,1
shahvaj,1
nathulal,1
shivraj,1
muksndi,1
shubhm,1
anli,1
shami,1
gheesa,1
kirtiman,1
dikshant,1
bhanvar,1
shokat,1
sorbh,1
narendar,1
pujja,1
amarchand,1
lakhi,1
omesh,1
buhan,1
sahrik,1
sarita,1
nenhe,1
kesav,1
mansoor,1
bhavisaya,1
sharib,1
tafsir,1
jile,1
zahir,1
dhuruv,1
harvans,1
imtiyaz,1
bansi,1
janak,1
rishiraj,1
natthu,1
khubchand,1
manmeet,1
afzaj,1
iswer,1
shkur,1
dataterya,1
mumtaj,1
dilsah,1
aansu,1
mani,1
shanker,1
arab,1
jitan,1
mukhtar,1
gyandeep,1
faizal,1
harbansh,1
omparsad,1
ziarul,1
mahfooj,1
janta,1
simranjeet,1
mohmad,1
rudra,1
jalsingh,1
amjad,1
khushnaseeb,1
khubi,1
reyaz,1
shyoram,1
mudasar,1
varsha,1
kumod,1
hitender,1
noora,1
vaishali,1
nadhim,1
ibraheem,1
ashiqu,1
gurnam,1
mishri,1
dishant,1
asfak,1
givinda,1
veerbhan,1
allauddin,1
vinaysingh,1
geesa,1
najrin,1
chhabeel,1
bhanwer,1
keshri,1
bhuri,1
mahadev,1
panchi,1
saroop,1
aalam,1
ramotar,1
himal,1
jasim,1
maryam,1
sompal,1
jayesh,1
amzad,1
najubai,1
satrughan,1
udal,1
gurbachan,1
krishen,1
gyanwati,1
aarti,1
sheilesh,1
razim,1
saket,1
biram,1
nanhey,1
mousin,1
rajuddin,1
trilock,1
jaibhagwan,1
hashrat,1
pallu,1
patav,1
janwi,1
moham,1
stifen,1
khetra,1
ramveer,1
robert,1
succha,1
bhart,1
vedh,1
param,1
badan,1
abhijit,1
chitprit,1
usman,1
pahalwan,1
chhidu,1
susant,1
sarip,1
dharmraj,1
hardas,1
hardass,1
anjum,1
israil,1
vaibahv,1
shrikant,1
risiraj,1
awedhesh,1
dayaram,1
elwin,1
rohaan,1
sheetal,1
akashya,1
jiwan,1
shashai,1
lukman,1
bhudhashen,1
sardeep,1
monti,1
sawali,1
perkash,1
bhajan,1
tunda,1
abhilash,1
gahnshyam,1
salaman,1
sharee,1
akhlesh,1
allaraji,1
jainab,1
kudeep,1
rajibul,1
chet,1
shreee,1
rehmat,1
ramkhilawan,1
dhrampla,1
hiten,1
chandru,1
ankus,1
lallu,1
jeete,1
umashanker,1
pabitra,1
sam,1
bheem,1
madanlal,1
abhinay,1
abhishik,1
balveer,1
perveen,1
himansu,1
kantil,1
ujjwal,1
nagaji,1
abhaysingh,1
kalla,1
shardha,1
insaf,1
tuka,1
deba,1
shaubha,1
bhotra,1
idrish,1
sahbuddin,1
maatwar,1
shaulal,1
istkhar,1
sudesh,1
akeel,1
nasrul,1
bhalaram,1
rampaal,1
dineesh,1
veerander,1
parmjeet,1
ilayat,1
sablu,1
parashram,1
pravin,1
furkhan,1
sedarath,1
vasa,1
libin,1
laukush,1
shanu,1
baccha,1
rudhra,1
ghaseeta,1
shokar,1
jittender,1
rvindra,1
tisar,1
miha,1
ramniwasj,1
hisham,1
sitare,1
viccky,1
panchhi,1
prabhatyashi,1
chandki,1
rakho,1
narhasi,1
mokida,1
santu,1
munnawar,1
kunda,1
aanil,1
raghbir,1
ramdyal,1
pravesh,1
udit,1
harwindra,1
shivram,1
ramswrup,1
laxmanram,1
jamshed,1
isthar,1
kisori,1
moshad,1
viresh,1
umardaraz,1
shamshudin,1
gudiya,1
shahboob,1
benu,1
tulsi,1
agrej,1
abishek,1
kanda,1
shaboob,1
gurubaksh,1
shani,1
kifayat,1
ramgopal,1
yudhbir,1
bagwan,1
jagan,1
vaibhav,1
mahkar,1
naimuddin,1
jaisigh,1
shahir,1
subesh,1
vazid,1
ruksar,1
parven,1
sugar,1
chandar,1
baliram,1
hareshwar,1
bulad,1
fakir,1
mohanram,1
jeesan,1
shahbaz,1
sahbaj,1
ansal,1
vinos,1
terence,1
nannu,1
surja,1
joydeep,1
dhreej,1
montu,1
gurjit,1
jgdish,1
jagmohan,1
mooldan,1
kaleem,1
hisamuddin,1
rambir,1
ganpatram,1
heeera,1
abu,1
istyak,1
saieman,1
redhema,1
bhajju,1
samer,1
pannalal,1
aphasana,1
bhulan,1
suraja,1
rohil,1
hritik,1
jamad,1
amol,1
yusaf,1
injmam,1
raghav,1
khusbu,1
kamleshwar,1
ujjair,1
zuveb,1
fazaz,1
rasul,1
chom,1
pankuj,1
chosh,1
bhani,1
ramavtar,1
sohil,1
mohanlal,1
tanuj,1
nikita,1
khalidur,1
tohseeem,1
kalua,1
yograj,1
dauad,1
tajinder,1
sarves,1
rookmani,1
nirmaljeet,1
manphool,1
jimi,1
umardeen,1
arti,1
guluram,1
kunod,1
pravendra,1
doulat,1
parvinder,1
bake,1
sahlesh,1
tapish,1
sokat,1
gugna,1
bhawan,1
dabbu,1
gulfan,1
vishesh,1
radhyshyam,1
dhram,1
vickey,1
arnabjit,1
mahasingh,1
abid,1
duraga,1
shamsher,1
nosad,1
karmbir,1
shadhik,1
nishal,1
babram,1
sarfaraj,1
satveer,1
hanny,1
vibhash,1
damodar,1
sadur,1
ramsawroop,1
bulet,1
jadu,1
badrulla,1
neeven,1
pokhar,1
rambhul,1
hani,1
mangta,1
neeshu,1
gouri,1
kaishav,1
hanish,1
joy,1
piuesh,1
prdeep,1
wiliyam,1
sushail,1
samsudin,1
kalicharan,1
aatam,1
brajendra,1
mahraj,1
amandeep,1
chinu,1
jayshing,1
satrudan,1
dharamender,1
ramdas,1
sohanlal,1
vitan,1
saheb,1
sushila,0
nandram,1
taar,1
abhinash,1
yatin,1
kalwant,1
jhaban,1
chhinderpal,1
aavesh,1
jaijairam,1
laliya,1
kauslender,1
durgpal,1
tushal,1
shaswat,1
nawaz,1
jaiveer,1
amjat,1
shelendra,1
puspender,1
kaval,1
mahroj,1
srisuraj,1
pushank,1
purnmal,1
aamil,1
sukhmit,1
alam,1
utam,1
laldhari,1
bhahadur,1
wakar,1
jugender,1
samayddin,1
jeenat,1
narander,1
vishwanath,1
ojas,1
baggusingh,1
diwan,1
mangelal,1
warnakulasuriya,1
guljar,1
ompal,1
rup,1
shaymu,1
shabi,1
ratneswar,1
jiyaul,1
bhavishya,1
junl,1
bhhatu,1
zafar,1
kulbhushan,1
shivnath,1
juvel,1
sudeshwer,1
sharad,1
asiwani,1
harees,1
sanjeevan,1
jeet,1
punia,1
karansingh,1
pargat,1
fazaley,1
nasrudeen,1
parbhu,1
sirajuddin,1
tribavan,1
mookan,1
narsa,1
pannu,1
nooralha,1
jeetram,1
asfaq,1
diljan,1
nooralam,1
jasveen,1
ramsewak,1
barham,1
bhismpal,1
rinkal,1
shahruf,1
islamuddin,1
vijeta,0
ajaj,1
krishn,1
anokha,1
narbir,1
sammiuddin,1
motilal,1
jagdiesh,1
ateek,1
sudhanshu,1
farukh,1
janeshwar,1
anupam,1
salmam,1
jeeth,1
gyarsi,1
beekar,1
roshanlal,1
ravindar,1
jamir,1
janardam,1
hemanshu,1
aakas,1
atanu,1
tamu,1
bhup,1
jarif,1
faroj,1
ritunjay,1
satynarayan,1
prithvi,1
michael,1
pravindra,1
gurprit,1
nur,1
kanhaya,1
bhojpal,1
amiri,1
harnam,1
radesyam,1
birajbhushan,1
kallu,1
dumnik,1
jhakar,1
rupan,1
sikander,1
iqarar,1
sukhlal,1
achin,1
mudsir,1
munsi,1
dhani,1
faqir,1
aadesh,1
subhod,1
juber,1
sarkar,1
ammar,1
jigar,1
jishan,1
hom,1
lakhwinder,1
samit,1
murarilal,1
juhewuddin,1
rammurti,1
mamata,1
knheyalal,1
rambharos,1
shrimati,1
tamnna,1
gurdeep,1
vichitra,1
asgar,1
motilaal,1
megraaj,1
sahi,1
satyapal,1
premnarayan,1
roopnarayan,1
bhartendu,1
vimukt,1
safe,1
koshalya,1
shoan,1
moharan,1
hamid,1
anooj,1
meharban,1
gurucharan,1
kamaljeet,1
kabal,1
sariq,1
mittopuri,1
imtiaz,1
javal,1
dord,1
ratn,1
jatan,1
amratalal,1
bhuwan,1
nahid,1
vishamitra,1
narpendra,1
amarvesh,1
dukhi,1
premsingh,1
samar,1
mahtab,1
jalwad,1
akif,1
mohsin,1
himashu,1
sanat,1
gul,1
amot,1
davendra,1
shalig,1
dipansu,1
sohib,1
tolaram,1
sowar,1
saddiq,1
panaj,1
madharam,1
daman,1
yasin,1
raspal,1
meenaz,1
nishu,1
one,1
harinder,1
dorilal,1
siyaram,1
sinta,1
shohan,1
vishvanath,1
karishan,1
multan,1
nashimuddin,1
sukka,1
abhimanu,1
sahib,1
gaffur,1
shiraj,1
yadram,1
navi,1
yesh,1
kalip,1
reenu,1
kunden,1
matbar,1
chinku,1
parjinder,1
kuldeel,1
akhlaq,1
popinder,1
kesri,1
mehruddin,1
gursimaran,1
rajkumarm,1
fharman,1
binnu,1
adhish,1
laka,1
mangla,1
rihaan,1
gangaram,1
pemaram,1
faizudeen,1
rupen,1
aravind,1
dulichand,1
shoaib,1
yaksh,1
manikchand,1
sarafraj,1
jitander,1
pawansingh,1
rajjit,1
brahmanand,1
firtu,1
mogan,1
mesak,1
umasankar,1
rambhool,1
anirudh,1
sanjey,1
ezaz,1
gufran,1
feru,1
subrati,1
pinttu,1
karnesh,1
kedarmal,1
rajputra,1
arbaj,1
dharma,1
tikaram,1
sidhart,1
shubankar,1
shrotam,1
harimohan,1
zuhaib,1
bhuralal,1
chakra,1
pankajsheel,1
nej,1
suhel,1
udesh,1
bhiva,1
rabpreet,1
hoti,1
devilal,1
shajid,1
jamna,1
rahimuddin,1
bhupendar,1
ramvihar,1
sekha,1
arham,1
bhure,1
shokesh,1
mahveer,1
sabbu,1
amrik,1
kanhyalal,1
karamvir,1
samadhan,1
parathvi,1
rahishudeen,1
pyarelal,1
raghu,1
vidhi,1
rahil,1
vrendra,1
veerendra,1
sheish,1
nayeem,1
ruben,1
ramswroop,1
prempal,1
sriniwash,1
shreeniwas,1
bhoopsingh,1
mayak,1
arnab,1
kaari,1
prankur,1
indresh,1
sabbab,1
sarwan,1
badal,1
hazi,1
shaikh,1
pera,1
manit,1
raheesh,1
shivbhagvan,1
jacob,1
busness,1
bhagwana,1
akkni,1
gantantra,1
anjan,1
bikram,1
binpal,1
jagdamba,1
albaksha,1
sube,1
viraj,1
samsung,1
kmles,1
master,1
peentu,1
narain,1
mangi,1
akaash,1
jantarpal,1
abash,1
deepanker,1
sahadeb,1
sahkir,1
maniram,1
jagdeesh,1
omprakesh,1
sirazudeen,1
ranjay,1
netrapal,1
veepal,1
verendra,1
muntajar,1
vishva,1
naajim,1
rupinder,1
pramjeet,1
kamrudeen,1
anjrej,1
nijamudeen,1
vahab,1
motolal,1
vithal,1
narinder,1
dulal,1
lakhua,1
ankesh,1
amritpal,1
aasha,1
chabi,1
kohinoor,1
gokul,1
syham,1
mohatter,1
itwari,1
geernish,1
mahendar,1
bhajandeep,1
sazid,1
shoyab,1
dhurav,1
nanu,1
vandna,1
dhirpal,1
gya,1
ratnesh,1
sobi,1
ajmer,1
nitu,1
samina,1
baudi,1
jimmi,1
sameeruddin,1
randeep,1
rambhajan,1
kisan,1
lakky,1
dinkar,1
shishpal,1
bhadur,1
jani,1
bhima,1
prshant,1
nazmuslam,1
prabhatilal,1
hanni,1
manojkumar,1
jon,1
inderpaal,1
kuwarjeet,1
pinku,1
mahbub,1
bajinder,1
omprkesh,1
ashak,1
fazulla,1
digamber,1
nawal,1
lilaram,1
dhmendar,1
vajid,1
jamaal,1
gladwin,1
vijendra,1
warmati,1
patender,1
narbahadur,1
kirodimal,1
tundiram,1
aarav,1
anikt,1
iqram,1
rghuraj,1
bundhu,1
vindeshver,1
sawarmal,1
jagir,1
mum,1
deepnarayan,1
edris,1
sorab,1
satnarayan,1
shahib,1
budhram,1
maksud,1
talvender,1
tassadul,1
mudbir,1
umlesh,1
chandeshwar,1
parlad,1
gurudut,1
bagaram,1
name,1
altmash,1
chtarpal,1
goopi,1
depander,1
satrohan,1
horam,1
chaturbhuj,1
trijugi,1
mahinudin,1
sona,1
lavkush,1
kush,1
kedarnath,1
amarendra,1
nek,1
ramsagar,1
bachcha,1
kaleram,1
barj,1
baidnath,1
badnath,1
pushpender,1
abhishiek,1
yuveraj,1
azim,1
nafe,1
musibat,1
yashbir,1
rituraj,1
rameshwer,1
premchand,1
shivlal,1
bodu,1
kimat,1
harshmeet,1
meghu,1
shrinath,1
dakshya,1
laltha,1
zile,1
preyojit,1
akheelesh,1
julficar,1
bhavishy,1
ranvir,1
ramender,1
gufraan,1
jaga,1
nihalchand,1
indraj,1
rajdev,1
vipan,1
ruchendra,1
vashu,1
shanshak,1
allabaksh,1
meghashayam,1
shivani,1
pareen,1
pyar,1
balkishan,1
sehdev,1
rony,1
bholaram,1
noshad,1
swati,1
badrudeen,1
chatter,1
abhinandan,1
mukram,1
shan,1
mangu,1
jagjeet,1
avinas,1
dilkush,1
ankala,1
rsjesh,1
muqhtar,1
kusumakar,1
afsar,1
harinarayan,1
ran,1
kashmir,1
wajuddin,1
adityalok,1
yunishs,1
baby,1
mitthu,1
faujdar,1
bhonu,1
manu,1
nihal,1
brijnandan,1
ashlam,1
sakhichander,1
shkil,1
gandharv,1
dhrambir,1
nareshpal,1
yasmin,1
data,1
jhagdu,1
rithik,1
jit,1
dhara,1
partab,1
aazad,1
ahamad,1
yaadram,1
zameer,1
kabid,1
rajeshwar,1
bhorelal,1
mitthun,1
irphan,1
deepvhand,1
malkiat,1
mandan,1
jhagdoo,1
sabana,1
jitesh,1
sitar,1
nisar,1
bunti,1
sarbash,1
kokil,1
dhawal,1
chandrashekhar,1
darshan,1
sadre,1
jacky,1
jagpati,1
harji,1
atu,1
raveena,1
simran,1
uda,1
pasanjeet,1
jagtar,1
sadhu,1
jaskaran,1
har,1
vashisast,1
muntjar,1
bidur,1
abbal,1
rajam,1
yaswani,1
bhud,1
deepi,1
mula,1
gora,1
aajad,1
munnakumar,1
rajbeer,1
chandreshwar,1
jakh,1
sachidanand,1
naulesh,1
raisuddin,1
kamalkishore,1
munnem,1
eliyas,1
ramdutt,1
bipin,1
aas,1
lavish,1
kishn,1
gulsher,1
rafal,1
ramjanam,1
rajo,1
arbaz,1
veeri,1
palaram,1
mod,1
gyanu,1
viriya,1
hukamchand,1
israr,1
pooranmal,1
anandu,1
gamer,1
garsh,1
araslan,1
rohitash,1
sarvjeet,1
pratha,1
vipun,1
gonsan,1
ghanshayam,1
swedesh,1
shukveer,1
bhusan,1
galiya,1
chhantu,1
nimahe,1
shlender,1
tanuja,1
shalender,1
ramjani,1
kaloo,1
inayat,1
neetu,1
hasina,1
garupal,1
gagandeep,1
adan,1
ramdhan,1
ashrfi,1
samay,1
klash,1
alim,1
dharminder,1
bherav,1
vikaram,1
jafruddin,1
asagar,1
baleshwer,1
arpit,1
kale,1
banju,1
mahboob,1
gawali,1
lokindra,1
metily,1
hanshraj,1
sohel,1
keshram,1
navendra,1
kishnaram,1
josin,1
arhiyant,1
bajrang,1
sharda,1
bhasker,1
tool,1
mukkesh,1
dhanu,1
kareshan,1
parmodh,1
imam,1
devashish,1
parsant,1
jishant,1
dalpat,1
deeraj,1
budhu,1
maushid,1
mudssir,1
lav,1
zamile,1
rambarose,1
ansar,1
jaquir,1
deepan,1
rahu,1
sadabrij,1
dana,1
manowar,1
aahim,1
shyan,1
shahbuddin,1
pervinder,1
nasar,1
gurdayal,1
keval,1
jugal,1
vidya,0
aluddin,1
masheen,1
syamsunder,1
girjesh,1
sattaram,1
habib,1
nayan,1
subburaiyalu,1
nakched,1
saranjeet,1
ramjiyawan,1
pram,1
emilia,1
bhramanand,1
rathan,1
mahnatha,1
rajit,1
latesh,1
ganpati,1
fateh,1
chhanoyar,1
bishesh,1
riyazuddin,1
urmila,1
kalayan,1
rafi,1
mukish,1
shivaprakash,1
altab,1
niyaaz,1
yaqoob,1
muzamiil,1
adrash,1
lekhram,1
hardev,1
nanka,1
pusgpender,1
sumesh,1
hardam,1
sunilrawat,1
menpal,1
hitlar,1
faiyaaz,1
fakrudeen,1
vinayak,1
munish,1
saahil,1
rajider,1
satayanarayan,1
maisan,1
nadem,1
mathura,1
deerendra,1
omparkesh,1
kouchu,1
rma,1
mujeeb,1
saud,1
ghantoli,1
muzmil,1
haliya,1
riyajul,1
chandpreet,1
leelu,1
sahnabaj,1
sahabudeen,1
jaspreet,1
goldi,1
nesha,1
sohal,1
tulcharam,1
punkaj,1
dashrath,1
sumnesh,1
chunaram,1
ravishankar,1
isharar,1
yadvir,1
somprakash,1
tariq,1
banti,1
umanath,1
atif,1
anamol,1
sauhal,1
shil,1
shi,1
bunda,1
shjad,1
kauva,1
sethi,1
opendar,1
lukkad,1
prittam,1
ghisaram,1
poma,1
husain,1
budhi,1
julfikaar,1
chhabil,1
susan,1
babudden,1
tilakraj,1
sahnaj,1
suwa,1
animesh,1
kingkar,1
maqsood,1
jodhi,1
manuvar,1
gen,1
safiq,1
panchuram,1
amrjeet,1
rinka,1
dara,1
girwer,1
jagdesh,1
basibul,1
rameh,1
dhulin,1
asutosh,1
parem,1
ilyas,1
rafeddin,1
shital,1
jetender,1
angda,1
jafar,1
avnit,1
prayatan,1
maan,1
pardhuman,1
deni,1
dilvar,1
lawli,1
prinsh,1
prabhash,1
akhileshwer,1
sukhsohan,1
shahzad,1
sushpal,1
chotum,1
ikbal,1
tapender,1
tejender,1
krishnal,1
arajun,1
junna,1
maman,1
rasid,1
dhurv,1
osier,1
prannab,1
nagendra,1
sumant,1
mukat,1
sakchan,1
kirorimal,1
bhimsen,1
lakhu,1
sourab,1
daksh,1
mitlesh,1
vakeel,1
mishrilaal,1
mosim,1
bhemji,1
bishana,1
ramulu,1
chertamani,1
hifjul,1
sainky,1
jayantadass,1
peer,1
kavit,1
bupal,1
sukesh,1
sagan,1
tepu,1
dimpy,1
shayampuri,1
bawan,1
pachuram,1
mikel,1
naseef,1
istikar,1
akhlish,1
akhalak,1
priju,1
nathani,1
tazaudeen,1
tirath,1
ragib,1
binja,1
sabid,1
imsaan,1
mitnu,1
sahabbudin,1
gurbax,1
faizan,1
vishwjeet,1
raisingh,1
gurupreet,1
rajish,1
chiddu,1
anoj,1
swadhin,1
vijesh,1
teenu,1
jauli,1
prkesh,1
shrawan,1
ranpal,1
sushmendra,1
pawna,1
jaynarayan,1
bhagvati,1
jisu,1
tak,1
ajad,1
salauddin,1
lekose,1
makrud,1
bapu,1
karandeep,1
penzin,1
tasleem,1
choturam,1
dhiru,1
pardeshi,1
lovely,1
hasir,1
bundel,1
soheb,1
dasharath,1
baga,1
sombir,1
shaturughyan,1
moinuddin,1
viplo,1
kadir,1
vishvnath,1
kalpna,1
chanderbal,1
nimesh,1
ruchit,1
vasuki,1
danveer,1
kulli,1
mahud,1
baniya,1
matok,1
monty,1
jaidul,1
fiyaz,1
bajulal,1
shazad,1
benay,1
bachan,1
jhawar,1
aamosh,1
nandi,1
jasvir,1
raeeyan,1
piyus,1
anshum,1
gensingh,1
yatharth,1
lakshaya,1
kulwant,1
balaram,1
soyab,1
deendyal,1
rizwaan,1
hariram,1
hakam,1
jitin,1
shispal,1
laxminarain,1
moolchul,1
muskan,1
monupal,1
dharvesh,1
divaie,1
sintu,1
nooruddin,1
tauseek,1
sokin,1
khairti,1
shivji,1
gollu,1
balmiki,1
bhagvaan,1
rayish,1
jarnail,1
avid,1
sanjya,1
buddha,1
aachman,1
aadi,1
aafreen,1
aalap,1
aandaleeb,1
abeer,1
abhayananda,1
abhayaprada,1
abheek,1
abhibhava,1
abhicandra,1
abhidi,1
abhihita,1
abhijat,1
abhijaya,1
abhijvala,1
abhimand,1
abhimani,1
abhimanyusuta,1
abhimoda,1
abhinabhas,1
abhinanda,1
abhinandana,1
abhinatha,1
abhinava,1
abhirup,1
abhisoka,1
abhisumat,1
abhisyanta,1
abhivira,1
abhra,1
abhrakasin,1
abhyagni,1
abhyudaya,1
abhyudita,1
abjayoni,1
abjit,1
acalapati,1
acalendra,1
acalesvara,1
acanda,1
acarya,1
acaryanandana,1
acaryasuta,1
acaryatanaya,1
acchindra,1
achal,1
achintya,1
achyut,1
achyuta,1
acintya,1
acyutaraya,1
adalarasu,1
adhik,1
adhikara,1
adhipa,1
adikavi,1
adinath,1
adit,1
aditeya,1
adityanandana,1
adityavardhana,1
adripathi,1
adwaita,1
adway,1
adwaya,1
agasti,1
agendra,1
agha,1
agharna,1
aghat,1
agneya,1
agnikumara,1
agniprava,1
agrim,1
agriya,1
ahijit,1
ahilan,1
aijaz,1
aiman,1
ainesh,1
ajamil,1
ajatashatru,1
ajinkya,1
ajitabh,1
ajitesh,1
ajmal,1
akalmash,1
akalpa,1
akmal,1
akroor,1
akshan,1
akshar,1
akshath,1
akul,1
alagan,1
alagarasu,1
alamgir,1
alhad,1
aloke,1
amal,1
amalendu,1
amalesh,1
amanath,1
amanda,1
amartya,1
ambar,1
ambarish,1
ambuj,1
ameya,1
amish,1
amitabh,1
amitabha,1
amitava,1
amitbikram,1
amitesh,1
amitiyoti,1
amitrasudan,1
amiya,1
amlankusum,1
amod,1
amogh,1
amoha,1
amolik,1
anadi,1
anamitra,1
ananda,1
ananga,1
ananmaya,1
anant,1
ananta,1
anarghya,1
anbarasu,1
anbu,1
anbuchelvan,1
anbumadi,1
angada,1
angamuthu,1
animish,1
anirudhha,1
anirvan,1
anisa,1
aniteja,1
anjasa,1
anjuman,1
anshumat,1
anu,1
anugya,1
anuha,1
anunay,1
anuttam,1
apoorva,1
apparajito,1
arav,1
aravali,1
aravan,1
archit,1
ardhendu,1
arghya,1
arhant,1
arihant,1
arijit,1
arindam,1
arivalagan,1
arivali,1
arivarasu,1
arivoli,1
arivuchelvan,1
arivumadhi,1
arivumani,1
arivunambi,1
arjit,1
arka,1
arnav,1
arnesh,1
arokya,1
arul,1
arulchelvan,1
arumugan,1
aruni,1
arvinda,1
arya,1
aryaman,1
asao,1
ashis,1
ashvin,1
ashwatthama,1
ashwin,1
asit,1
aslesh,1
atal,1
atiya,1
atma,1
atmaja,1
atmajyoti,1
atmananda,1
atralarasu,1
atreya,1
atulya,1
avadhesh,1
avanindra,1
avanish,1
avatar,1
avikshit,1
avkash,1
ayog,1
ayushman,1
ayyapan,1
badrinath,1
badriprasad,1
bahubali,1
bahuleya,1
bahumanya,1
bahurai,1
bakhtawar,1
balaaditya,1
balachandra,1
balachandrav,1
baladhi,1
baladhitya,1
balagovind,1
balaji,1
balakrishna,1
balakumar,1
balamani,1
balamohan,1
balamurugan,1
balan,1
balanath,1
balaraj,1
balaravi,1
balgopal,1
balvindra,1
banbihari,1
bandhu,1
bandhul,1
bankebihari,1
bankim,1
bankimchandra,1
barid,1
baridbaran,1
barindra,1
barun,1
basavaraj,1
basistha,1
basudha,1
bhadrak,1
bhadraksh,1
bhadrang,1
bhadranidhi,1
bhagaditya,1
bhagirat,1
bhagwant,1
bhagyanandana,1
bhairav,1
bhanudas,1
bhanuprasad,1
bharadwaj,1
bhargava,1
bhargyaraj,1
bhaskar,1
bhaumik,1
bhavamanyu,1
bhishma,1
bhojaraja,1
bhooshan,1
bhooshit,1
bhumi,1
bhupathi,1
bhuvan,1
bhuvanesh,1
bibek,1
bibhas,1
bibhavasu,1
bilva,1
bimal,1
bindusar,1
bitasok,1
bodhan,1
boudhayan,1
brahmabrata,1
brahmadutt,1
bratindra,1
buddhadev,1
buddhadeva,1
budhil,1
bukka,1
chaitanya,1
chakor,1
chakradev,1
chakradhar,1
chakrapani,1
chakshu,1
champak,1
chanakya,1
chandak,1
chandrabhan,1
chandrachur,1
chandrahas,1
chandrak,1
chandrakiran,1
chandrakirthi,1
chandrakishore,1
chandrakumar,1
chandramohan,1
chandran,1
chandranath,1
chandraprakash,1
chandraraj,1
chandrashekar,1
chandratha,1
chandresh,1
chandrodaya,1
chanyana,1
chapal,1
charanjit,1
charudatta,1
charudutta,1
charuvardhana,1
charuvindha,1
cheliyan,1
chellamani,1
chellamuthu,1
chellapan,1
chemmal,1
chevatkodiyon,1
chhandak,1
chidambar,1
chidambaram,1
chidananda,1
chiman,1
chinmay,1
chinmayananda,1
chinnadurai,1
chintamani,1
chinthanaichelvan,1
chintya,1
chiranjeev,1
chirantan,1
chirayu,1
chirtrang,1
chithayu,1
chitrabhanu,1
chitragupta,1
chitraksh,1
chitral,1
chitrarath,1
chitrasen,1
chitresh,1
chitta,1
chittaprasad,1
chittaranjan,1
chittaswarup,1
chittesh,1
chudamani,1
dabeet,1
daha,1
daivya,1
daiwik,1
dakshesh,1
dalajit,1
dalapathi,1
dalbhya,1
damian,1
danuj,1
danvir,1
darpak,1
daruka,1
dasharathi,1
dasmaya,1
dattatreya,1
dayada,1
dayakara,1
dayanand,1
dayanidhi,1
dayasagara,1
dayashankar,1
debashis,1
debashish,1
deenabandhu,1
deepankar,1
deependra,1
deependu,1
deepesh,1
deepit,1
deeptanshu,1
deeptendu,1
deeptiman,1
deeptimoy,1
devkumar,1
devabrata,1
devachandra,1
devadarshan,1
devadas,1
devadatta,1
devadhipa,1
devadutt,1
devadyumna,1
devajyoti,1
devakantha,1
devamadana,1
devang,1
devaraj,1
devarpana,1
devarsi,1
devarya,1
devdas,1
devdutta,1
deveshwar,1
deviprasad,1
devnarayan,1
devnath,1
devya,1
dhanajit,1
dhanesh,1
dhansukh,1
dhanvant,1
dharanidhar,1
dharendra,1
dharmachandra,1
dharmadas,1
dharmadev,1
dharmaditya,1
dharmanand,1
dharmendu,1
dharmesh,1
dhaval,1
dhavalachandra,1
dheeman,1
dheemant,1
dheer,1
dheeran,1
dheivamani,1
dhevan,1
dhevaneyan,1
dhikshit,1
dhinakar,1
dhinanta,1
dhipin,1
dhiren,1
dhirendra,1
dhritiman,1
dhvanya,1
dhyana,1
dhyanesh,1
dinanath,1
dinapati,1
dinar,1
dindayal,1
divyanga,1
divyendu,1
divyesh,1
drupad,1
duraimurugan,1
duranjaya,1
durjaya,1
dushyanta,1
